url,title,author,createdAt,content
https://www.dcard.tw/f/pet/p/258367809,送養困難的黑貓與原生貓不合,睡眠不足,2025-03-26T16:57:07.255Z,"哥哥在五年前撿到小黑貓寶寶（公），當時家裡已有一隻橘貓（母），因此一直想送養掉

但是五年來一直找不到主人，因為是我親自奶大的，對黑貓也有了感情，不敢隨隨便便送人，想送認識的，一方面也是很怕被罵棄養貓🥲
最大的問題是原本家裡的橘貓實在跟黑貓不合🫠🫠🫠
橘貓從小就很討厭其他的動物，因此看到黑貓就哈氣低鳴，但不太會攻擊黑的

黑貓常常會去咬橘貓、咬到橘貓噴尿，我猜想可能是狩獵行為吧🥹但就算玩了非常多的逗貓棒玩具也沒有用，費洛蒙什麼的試過也沒用

而我的家人也不願意養，所以我帶出來三年了，貓咪不合的問題一直存在，但我一直找不到收養人（多年來都一直在默默問身邊的人）而我的經濟狀況租目前的套房已經是極限了，也沒有辦法讓貓咪們隔開😭
🏠補充：台中市能養貓坪數夠的房間房租都萬起跳，若是要一房一廳的格局兩萬以上，真的對我來說很困難對不起🧎

橘貓已經8歲了，也很擔心他老了的話一直被欺負遲早會出事，他們已經可以在同一個床上睡覺，但黑貓咬橘貓的問題還是一直出現，到底該如何解決，或是有人想養愛撒嬌的大黑貓嗎

真的很想找一個更適合他的家，但在找到以前我還是會認命養他的"
https://www.dcard.tw/f/pet/p/258367243,再問一次🥹,卡蹦,2025-03-25T16:00:03.384Z,"之前發了之後沒注意到下方有人詢問🫠
不好意思我再打擾大家一次
我地點在新北板橋喔"
https://www.dcard.tw/f/pet/p/258354664,貓咪送養,貞子不忘挖井人,2025-03-25T07:18:00.264Z,"家裡車庫來了一隻小貓，附近車很多，
擔心小貓安全，但因已經養了兩隻貓，希望大家能幫忙認領🥹🥹
性別：女
年紀：目測約3個月
地點：嘉義
附上小貓照片，純黑的黑貓🥹🥹剛剛才誘捕到的
附上🔗，方便私信
幫小貓找家，目測大約兩三個月
純黑小貓，性別未知，尚未誘捕，自己跑來家裡，附近車很多🥲🥲
在嘉義！
幫小貓找家，目測大約兩三個月 純黑小貓，性別未知，尚未誘捕，自己跑來家裡，附近車很多🥲🥲 在嘉義！
www.threads.net"
https://www.dcard.tw/f/pet/p/258353963,幼貓認養,zHonG,2025-03-25T11:55:38.016Z,"二更
目前貓咪都已經領養走了
感謝各位的關心與建議
謝謝

---------------
更
早上看 小貓還在
有意願者 請至
這篇文章私訊我 感謝
-----------------------
小更
因為附近還是有幾隻貓在徘徊
目前還是放在貓會出沒附近
看是否貓媽媽會出現 
明天早上會在看看情況
-----------------------
家裡附近野貓生了四隻小貓
有人想要認養嗎
地點在高雄大寮
貓媽媽已經一天多沒回來了
因為沒養過貓，家裡也有一隻笨狗了
無法再新增成員
有意願可以私訊，再給正確地址"
https://www.dcard.tw/f/pet/p/258348619,活潑大E貓貓送養～,國立台中科技大學,2025-03-26T09:46:46.692Z,"她是鄰居搬家棄養的貓貓
抓到當下就有帶去看醫生確認無晶片
年齡大概2歲
女生 已結紮
只吃飼料不吃肉泥跟罐罐
非常非常大E貓 看到人就貼 愛說話
是暖床貓貓 非常可愛 給抱給嚕 超愛睡人腿上
— — — — — — — — —
因為家中已有2貓ㄧ狗（老狗狗要花更多時間陪她）還有許多爬蟲要照顧
加上撿到的朋友家中已有一隻白血病貓貓🥹
不然我們真的非常不想送養
思考了兩個禮拜決定讓她去更適合她的環境…
已幫她洗好澡 做好驅蟲那些！
絕對會慎選認養人！！
前領養人因個人因素故無法順利認養～
再次徵領養人"
https://www.dcard.tw/f/pet/p/258347602,貓咪送養,milk,2025-03-23T15:26:34.669Z,"🤩超萌小貓送養🤩

出去玩時遇到的親人小浪貓，一直跟在我們屁股後面，買了罐罐吃飽喝足就在腿上睡著的天使貓貓🥰，但考量家中已有兩隻老貓需要照顧，所以幫小貓找家～

《可愛小貓資料》
🐱品種：折耳貓
🐱性別：男生
🐱年齡：約4個月大
🐱健康狀況：愛滋、白血、冠狀皆為陰性，體內外都已驅蟲，尚未打疫苗，近期會安排時間先打第一劑。
🐱貓咪所在地：高雄(嘉義高雄屏東可親送）
🐱個性：超會呼嚕很親人，玩起來很瘋，是會後空翻的貓咪！靜下來時很安靜，乖乖睡覺，不太會喵叫。不挑食，什麼都大口吃。不過醫生說開始換牙了，牙齒癢有時會咬手，拿玩具跟他玩就解決了。他目前沒有跟貓接觸過，不確定是否親貓。

《認養條件》
⚠️請先瞭解「折耳貓」的基因缺陷！雖然是米克斯混折耳，但一樣會帶有折耳基因，請務必先瞭解！
⚠️25歲以上，工作穩定，經濟獨立
⚠️需要更多耐心與愛心，如果貓貓發病，會需要投入很多心力金錢照顧，養貓是十幾二十年的承諾，一定要思考清楚
⚠️必須結紮！勿私自繁殖！
⚠️會定期追蹤需回傳影片或照片(不會煩你，偶爾傳個訊息關心一下而已)
⚠️不關籠、不放養、門窗需做防護
⚠️有意領養者請私訊，會謹慎篩選"
https://www.dcard.tw/f/tku/p/258344211,送3M刮刀,Logan,2025-03-23T08:55:46.244Z,"花了一百多買了一支雙層刮刀刮浴室水
用了一個月實在不喜歡，上面很新沒有任何垢
有人需要的嗎免費送

私"
https://www.dcard.tw/f/pet/p/258344158,可愛貓咪送養（代Po),文藻外語大學 日本語文科,2025-03-25T04:52:49.383Z,"🌟更新！目前黑貓貓已有認養人🎉
———————
因原先文章內容認養條件有爭議，已重新討論並更新相關認養條件！並附上原先文章內容網友的回覆☺️
謝謝各位的建議！

虎斑與黑貓送養
年齡：去年8月出生（同胎姊妹，浪浪媽媽所生）
性別：女生（尚未結紮）
數量：兩隻
地點：雲林

個性狀況：
▪️親人可摸、不怕生
▪️超愛吃、超愛玩，活潑黏

健康狀況：
✅一劑疫苗

✅認養須準備事項：
為了確保貓咪能夠去到適合且穩定的家庭，希望認養人能配合以下幾點，請見諒與理解：
 1. 提供簡單的住家環境照片或影片（約3–5張），讓我們了解貓咪將來生活的環境是否安全。
 2. 填寫並簽署認養同意書（具法律效益，雙方各保留一份，保障彼此權益。這部分可視情況決定是否需要填寫）
 3. 貓咪目前僅施打第一劑疫苗，後續的疫苗追加、健康檢查與結紮手術，需由認養人自行安排與負擔
➤ 領養雖然不收費，但照顧貓咪的過程中還是會有基本醫療與生活開銷，希望認養人有心理準備並願意為牠規劃未來。如果暫時無法承擔，建議可以再多評估一下是否是適合的時機。

 4. 希望認養人能簡單自我介紹（例如：工作型態／養貓經驗／是否已有寵物等），讓我們更了解您的生活環境

我們不會進行家訪，也不會要求提供身份證件，希望以真誠溝通為基礎，一起為浪浪找到幸福的家。

⚠️訊息回覆可能稍慢，請耐心等待
⚠️請保持尊重與禮貌，感謝體諒
✅ 有意願者請私訊，並簡單做個「自我介紹」喔"
https://www.dcard.tw/f/pet/p/258338951,台南貓咪送養～街頭小貓咪們,lpc,2025-03-22T15:13:56.507Z,"#台南市
#貓咪送養～

#橘白貓（約4個月）
#虎斑貓（約6個月、約3個月）
#虎斑貓（類美短紋）（約3個月）
#黑貓（約4個月）
#全橘貓（約4個月）

…………………………………………………………

🌟這些卡哇依的貓咪全是救援的朋友救援時ㄧ起帶回的毛孩。

🌟大部分是已經無法回 不友善 的原生地生活。

🌟有的是醫療後發現是很親人貓咪，
實在是不放心讓親人的貓咪回去街頭生活。

#替他們許一個得到幸福機會的願望，
等待「有緣人」帶他們回家好好疼愛與陪伴～

人與貓
貓與人
相互陪伴～

#歡迎私訊了解「街頭小貓咪們」的相關資訊。

……………………………………………………….

#每一個孤苦無依的流浪動物，都希望透過善意的領養而獲得新生！

#請支持領養代替購買～

#終身不棄養。
#不虐待！"
https://www.dcard.tw/f/pet/p/258338526,送養,醒吾科技大學,2025-03-22T14:27:49.683Z,
https://www.dcard.tw/f/pet/p/258335167,‼️彰化幼貓送養,茉❤LHJ,2025-03-22T07:27:11.915Z,"性別外貌：橘色小女生
年紀：3-4個月
醫療：有打驅蟲，在等打第一劑疫苗跟貓愛滋貓白血檢查
個性：可抱可嚕可摸摸，目前在嘗試摸手手腳腳，有助於之後幫她剪指甲，很ㄋㄞ，但是高需求寶寶，需要陪伴或是家中有其他貓陪伴的類型，目前沒哈氣過，會使用貓砂，也會踏踏

第一次送養貓咪，還懇請協助幫忙🙏🏻


———更新———
認養條件：

（1）年滿20歲，有穩定工作收入
（2）與家人同住需取得家人一致同意
（3）需結紮及施打晶片（這部分若可以的話希望我可以一同前往）
（4）不放養，居住環境安全
（5）親貓也親人，能給予她安全感及很多陪伴
（6）前三個月希望能定期提供照片"
https://www.dcard.tw/f/pet/p/258320870,🧡送養難得一見的天使貓咪 🧡,(*¯︶¯*),2025-03-20T13:42:14.336Z,"【送養文】
名字：小黑
性別：女生
年齡：約1～2歲（不確定出生日期）
【個性特質】
活潑親人、脾氣超好、全身無地雷
✅會呼嚕 ✅會踩奶 ✅不咬人 ✅不出爪 不哈氣💯
已結紮剪耳，有空白晶片
會使用貓砂，指甲也能輕鬆修剪
無貓愛滋、無貓白血
📍地區：屏東縣內埔區（近屏東科技大學）
【領養條件】
⚠️不放養，需願意完成三劑疫苗接種
⚠️領養人需成年、具基本經濟能力，不接受共同領養
⚠️家中無其他貓咪，門窗加固者優先
【補充說明】
小黑鼻子上的疤痕是當初誘捕時不慎撞傷，目前已痊癒，僅毛尚未長回。
她曾因貓皰疹病毒引發上呼吸道感染，但經治療後已無症狀。
貓皰疹病毒在流浪貓中傳染率極高，小黑也不例外。
雖無法根治，但只要免疫力穩定，症狀就不會復發。
建議未來飼主為小黑接種三合一疫苗，有助減輕皰疹病毒引發的症狀。
如果你正在尋找一隻親人、乖巧、不會亂咬亂抓的天使貓，小黑會是你的理想夥伴！💖
如有意願歡迎私訊了解更多～
謝謝~"
https://www.dcard.tw/f/pet/p/258316919,白底虎斑送養,鋒水止,2025-03-20T06:34:17.985Z,"打擾了，有人對圓臉白底虎斑有興趣嗎~
圓臉白底虎斑送養
圓圓胖胖，醫生估大約一歲左右，把自己照顧的很好，體格和牙齒都很漂亮（醫生拼命勸我們留下來自己養），已結紥無晶片（公貓），剛撈到還蠻緊張的但看的出來不太怕人，放了飼料過20分鐘後默默消滅乾淨，前一天結紥
22
10
目前會在脆上更新，是隻貪吃貓

要幫牠換水：不要靠近我喔氣氣氣氣

（碗ㄉㄨ到牠面前）

：……算了先吃兩口再生氣
要幫牠換水：不要靠近我喔氣氣氣氣

（碗ㄉㄨ到牠面前）

：……算了先吃兩口再生氣

可惡生氣之後碗過去一秒決定吃飯的全程應該錄下來的XD 
之後要找個手機架對著拍

彰化 貓咪送養
要幫牠換水：不要靠近我喔氣氣氣氣 （碗ㄉㄨ到牠面前） ：……算了先吃兩口再生氣 可惡生氣之後碗過去一秒決定吃飯的全程應該錄下來的XD 之後要找個手機架對著拍 彰化 貓咪送養
www.threads.net"
https://www.dcard.tw/f/pet/p/258311377,親人外向姊弟貓貓送養（更新認養條件）,56不能亡,2025-03-19T13:53:15.360Z,"親人貓貓姐弟送養（不拆送）
送養地點：除東部外都可親送
🐱貓咪名字：豆豆（賓士）、啾啾（白底虎斑）
🐱貓咪性別：豆豆（公）、啾啾（母）
🐱貓咪年齡：同胎剛滿1歲
健康狀況：良好，也沒生過病，飼料都不太挑，都很愛喝水尿尿
是否結紮：皆已結紮
🐱貓咪個性：
豆豆：愛玩活潑好動 對什麼都好奇不太怕，黏人。
啾啾：比較沈穩但會主動撒嬌討摸摸，黏人，愛講話。

共同：兩隻都是當初出生就救援跟人相處，完全不怕人，也不太怕陌生人還會主動靠近蹭。另外全身沒什麼禁區可以隨便摸隨便噜，也都可以久抱，會主動跑到身上呼嚕踏踏 另外也都能撥開嘴巴刷，也都可以直接抱起來剪指甲。都會使用豆腐砂

送養原因：兩隻都算是天使貓貓，也都滿聰明的，對名字都有反應，心情好的話名字叫的過來，而且都會自己開門😅 本來救援後這兩隻自己留著收編不過因為自己跟家人都真的對貓毛嚴重過敏且工作性質較常不在家，兩隻對於人都滿依賴的，幾經思考還是決定趁還小找個愛他們的領養人～

🌟已體內外驅蟲、打完預防針及寵物登記，需配合辦理轉移

🌟認養人條件：
1.簡單自我介紹讓我了解環境
2.養貓的基本常識要具備如需定期打疫苗健康檢查
3.需配合轉移晶片
4.每個月傳一次照片讓我確認狀況三個月後即不再打擾（避免虐貓魔人）
5.須認知小貓還很頑皮，會打架搗蛋喔
6.新手也適合認養的貓咪
6.貓砂盆、飼料、貓砂、飲水機、自動餵食器貓窩都會一起送 基本上不用另外購置用品了"
https://www.dcard.tw/f/pet/p/258310473,台南貓咪送養～白底虎斑貓,lpc,2025-03-19T12:29:10.157Z,"#台南市
#貓咪送養～

#白底虎斑貓：男生，約7個月。
（已結紮，也正是個性穩定的年紀）

…………………………………………………………

#可抱可嚕 的白底虎斑「泡芙」
是個愛跟人、貓互動的小男生。

「泡芙」他雖然有著白底虎斑貓的外形花色，
但是，
卻有一個類似「暹邏貓」沾煤炭的可愛鼻頭色！
算是非規格品，卻有點令人小驚喜的外貌。

…………………………………………………………

🌟「泡芙」是當初救援的朋友去協助抓紮的工廠「丟」給她的貓，
因為工廠不喜歡貓咪在那邊生活。

前幾批寄生在工廠的貓都被抓去「異地放」，
對方揚言不接手就ㄧ樣要抓去別的地方丟！

朋友安置的這一些時間，
「泡芙」也發文過幾次，
不知道為什麼有緣人始終沒出現？

#本尊可愛又愛互動，卻始終等不到一個家！
有人願意給 泡芙 一個家嗎？

人與貓
貓與人
相互陪伴～

#歡迎私訊了解「擁有暹邏貓鼻頭的泡芙」的相關資訊。

……………………………………………………….

#每一個孤苦無依的流浪動物，都希望透過善意的領養而獲得新生！

#請支持領養代替購買～

#終身不棄養。
#不虐待！"
https://www.dcard.tw/f/pet/p/258310049,三線鼠送養,中國科技大學,2025-03-19T11:48:06.621Z,"生日：2024/04/12
性別：母
地點：台北（地點可喬，如果約車站好像也可以送去外縣市給想接手好好照顧他的人。最遠就到彰化）

送養原因：
到現在還是會有點怕，不敢直接用手掌接，主要是總是擔心被咬😓（小時候養過不怕的說），只是覺得我這樣好像不能給他很好很完整的照顧。"
https://www.dcard.tw/f/pet/p/258306989,超級親人橘貓送養（已找到❤️）,chu,2025-03-20T14:21:02.501Z,"名字：冬至
年齡：成貓，一歲左右
品種：米克斯
性別：小女生

健康狀況：已驅蟲、打第一劑預防針，剛結紮，有貓愛滋
冬至是在自家樓下發現的浪貓，超級親人很乖很安靜，會用貓砂盆，剛認識就可以乖乖抱，超會撒嬌也會呼嚕跟踩奶，就算是養貓新手也超適合。

注意事項：因為有愛滋所以希望是家裡的獨生女、或是家裡已經有愛滋貓咪也可以，貓愛滋跟人一樣只會透過性行為、黏膜或血液傳染，但朝夕相處的貓咪如果打架或共用餐具還是會有風險，愛滋貓咪發病之後看狀況、可能可以透過看醫生來活久一點，但平均壽命就是會比一般貓貓短，在發病之前通常跟一般貓咪無異。

送養理由：家裡三隻貓都是愛滋陰性，所以不能養他(⸝⸝o̴̶̷᷄ ·̭ o̴̶̷̥᷅⸝⸝)

送養條件：
1.滿18歲且有合適的空間（租房或自家房子都可以），不放養
2.半年內可以跟我分享冬至的照片（避免遇到虐貓人士）
3.定期帶她去打預防針與驅蟲

台中以南可親送，台中以北可討論～"
https://www.dcard.tw/f/pet/p/258298672,貓咪送養,wc,2025-03-18T08:38:55.765Z,"高雄苓雅區 貓咪送養文 

⭐️姓名:靽靽

⭐️品種:米克斯

⭐️性別:女

⭐️年齡:9個月

⭐️狀態:已服用驅蟲藥、已結紮、疫苗都已打全

⭐️個性:內向害羞、晚上清晨容易愛玩吵鬧、親貓、不挑食、愛呼嚕、胃口好、會使用貓砂、膽小但好奇心很重

⭐️送養地點:苓雅

🌈求合適的主人

領養條件:

1.需滿20歲以上,有穩定的收入來源。

2.一年內可以接受靽靽的救助者知道大概情況～不會過度打擾（關於這點是害怕遇到虐貓人士）。

3.需定期打預防針。

4.不可放養。

有意願的再麻煩私訊我了,謝謝。"
https://www.dcard.tw/f/pet/p/258292621,兔兔送養,Koshiro,2025-03-17T15:00:40.281Z,
https://www.dcard.tw/f/pet/p/258292568,博美送養,mm0131,2025-03-23T02:45:12.426Z,"3/23更新：已找到很有愛一家的收養人
謝謝大家的詢問🙏🏻

送養文
因家庭因素，不得已要送養我的寶貝
名字：shellie雪莉
母狗，已結紮
生日2017/06/05
會在尿盤上大小便
想了解可以私訊IG: shakeitbabyshellie

希望有緣的愛狗人士可以繼續接養愛護她"
https://www.dcard.tw/f/pet/p/258290375,天竺鼠送養,BiuBiuBiu～,2025-03-17T11:18:35.597Z,"給兩隻小豬找有緣人了
一隻黑白相間的美泰弟弟
一隻黃白相間的黃白長毛英短弟弟
大概都三個月、都是特別健康的小豬
一開始可能有點怕生
熟悉之後會自己找人要吃的和讓人陪
原主人很愛他們
但因為皮膚敏感過敏到需要藥物控制所以被迫和小豬分離
希望能找個負責任的有緣人代我好好照顧他們
還有會贈送以下嫁妝

1.二層三格籠子
2.綠色喝水壺
3.掛籠藍色窩
4.粉色陶瓷碗
5.綠色廁所
6.粉色三角躲避遮布
7.橙色珊瑚絨窩

可以親送至高雄
自取在枋寮

會收取一些費用🙏"
https://www.dcard.tw/f/pet/p/258285194,請求大家幫忙！六歲邊牧小女生！,國立臺北大學,2025-03-17T00:40:30.982Z,"大家好！第一次發文，如有排版或語句不通順之處，還請大家見諒！

如題，去年底我從家人那邊接手一隻邊牧，那位家人是我父親，他從我年幼時就搬離家中，不常聯絡。
去年得知他目前正在入監服刑，我很無奈，他留下一堆債務跟一隻狗，我們家這陣子因為他的事很痛苦。
況且我目前還是大學生，也沒有足夠存款再照顧一隻狗狗（我已經有一隻貓），因此跟家人討論決定暫時先將狗狗交由阿公阿嬤照顧。

但在跟狗狗相處一陣子後，發現狗狗有護食的行為，而且對聲音非常敏感（會吠叫），也從來不給洗澡或剪毛，會生氣咬人，通常這種的寵物美容都會拒收，最後我們只能拜託動物醫院看能不能協助到家中幫狗狗注射麻醉再帶去醫院洗澡剪毛，每次來回費用都至少要3000-4000元不等，對目前的我們來說確實是一筆不小的費用。我曾經去詢問寵物行為矯正的老師，能不能協助幫忙，但老師說會有咬人行為，費用至少要五十萬以上，我跟家人討論過後，他們也表明沒辦法支出這筆費用。

我說真的，我很痛苦，我真的已經無能為力，所以想懇請大家幫幫忙，如果有領養人願意給狗狗更好的生活環境，我們會非常感謝您，目前得知狗狗已施打狂犬病疫苗，計劃近期要帶去結紮，或是有人想詢問狗狗更多細節，並能提供一些建議，都歡迎與我連繫，再次感謝大家幫忙！
（附上狗狗照片，平時愛撒嬌，但也愛生氣🥲）"
https://www.dcard.tw/f/nptu/p/258275460,送養爬蟲,國立屏東大學,2025-03-15T16:46:11.411Z,"近期工作繁重無力飼養
給熱愛爬蟲的好心人照顧，謝謝。"
